file_index,file_name,language,content,score
1660,CoilDesignPanel.m,matlab,"Level=SelNode.getValue;
if ~ischar(Level)
    LevelChg=diff(Level,1);
    Level([LevelChg; -1]==1)=[];
end

Node='handles.CoilElemListStruct';
if Level=='0'
    eval(['handles.CoilElemNode=' Node ';']);
else
    for i=1:length(Level)
        Node=[Node '.Children(' num2str(Level(i)) ')'];
    end
    eval(['handles.CoilElemNode=' Node ';']);
end
guidata(handles.CoilDesignPanel_figure, handles);


function varargout = CoilDesignPanel_OutputFcn(hObject, eventdata, handles)

varargout{1} = hObject;


function LoadCoil_uimenu_Callback(hObject, eventdata, handles)


function LoadCoilFile_uimenu_Callback(hObject, eventdata, handles)

import javax.swing.*
import javax.swing.tree.*;

[filename,coilpathname,filterindex]=uigetfile({'Coil*.xml','XML-files (*.xml)'},'MultiSelect','off');
if filename~=0
    if ~isempty(handles.Attrh1)
        Attrh1name=fieldnames(handles.Attrh1);
        for i=1:length(Attrh1name)
            delete(handles.Attrh1.(Attrh1name{i}));
        end
        handles.Attrh1=[];",23.81
1660,CoilDesignPanel.m,matlab,"
if ~isempty(handles.Attrh1)
    Attrh1name=fieldnames(handles.Attrh1);
    for i=1:length(Attrh1name)
        delete(handles.Attrh1.(Attrh1name{i}));
    end
    handles.Attrh1=[];
end

set(handles.CoilAttri_uipanel,'Title',['''' char(SelNode.getName) ''' Coil Attribute'],'Unit','normalized');
if SelNode.isLeaf | SelNode.isRoot
    if strcmp(char(SelNode.getName),'Specials')
        DoEditValue(handles,handles.CoilAttri_uipanel,handles.CoilNode.Attributes,1,[0.25,0.25,0.0,0.1,0.1,0.05]);
    else
        DoEditValue(handles,handles.CoilAttri_uipanel,handles.CoilNode.Attributes,1,[0.25,0.25,0.0,0.1,0.1,0.05]);
    end
else
    guidata(handles.CoilDesignPanel_figure, handles);
end


function DelNode_pushbutton_Callback(hObject, eventdata, handles)

import javax.swing.*
import javax.swing.tree.*;

try
    switch handles.CoilNode.Name
        case 'MRiLabCoil'
            errordlg('MRiLabCoil Root can not be deleted!');
            return;
    end
    
    eval([handles.CoilNodeLvl '=[];']);
    nN=handles.SelNode.getNextSibling;
    while ~isempty(nN)
        Level=nN.getValue;
        Level(end)=[];
        nN.setValue(Level);
        nN=nN.getNextSibling;
    end
    guidata(hObject, handles);
    pause(0.1);
    
    handles.CoilTree.setSelectedNode(handles.SelNode.getParent);
    handles.CoilTreeModel.removeNodeFromParent(handles.SelNode);
    
    DoWriteXML(handles.CoilStruct,handles.CoilXMLFile);",23.66
1660,CoilDesignPanel.m,matlab,"                DoWriteXML(handles.CoilStruct,handles.CoilXMLFile);
            end
        otherwise
            errordlg(['Coil Element can not be added under ' handles.CoilNode.Name '!']);
            return;
    end
    guidata(hObject, handles);
catch me
    error_msg{1,1}='ERROR!!! Node operation aborted.';
    error_msg{2,1}=me.message;
    errordlg(error_msg);
    
end

function UpdateCoilXML_pushbutton_Callback(hObject, eventdata, handles)

if ~isempty(handles.Attrh1)
    Attrh1name=fieldnames(handles.Attrh1);
    for i=1:2:length(Attrh1name)
        switch get(handles.Attrh1.(Attrh1name{i+1}),'Style')
            case 'edit'
                handles.CoilNode.Attributes((i+1)/2).Value=get(handles.Attrh1.(Attrh1name{i+1}),'String');
            case 'checkbox'
                if get(handles.Attrh1.(Attrh1name{i+1}),'Value')
                    handles.CoilNode.Attributes((i+1)/2).Value='^1';
                else
                    handles.CoilNode.Attributes((i+1)/2).Value='^0';
                end
            case 'popupmenu'
                handles.CoilNode.Attributes((i+1)/2).Value(2)=num2str(get(handles.Attrh1.(Attrh1name{i+1}),'Value'));
        end
    end
    eval([handles.CoilNodeLvl '=handles.CoilNode;']);
    DoWriteXML(handles.CoilStruct,handles.CoilXMLFile);
    DoWriteXML2m(handles.CoilStruct,[handles.CoilXMLFile(1:end-3) 'm']);
end

tabs=get(handles.Setting_tabgroup,'Children');",21.11
1660,CoilDesignPanel.m,matlab,"import javax.swing.*
import javax.swing.tree.*;

try
    switch handles.CoilNode.Name
        case {'MRiLabCoil'}
            handles.CoilTreeModel.insertNodeInto(handles.CopSelNode,handles.SelNode,handles.SelNode.getChildCount());
            handles.CoilTree.setSelectedNode(handles.CopSelNode); % expand to show added child
            handles.CoilTree.setSelectedNode(handles.SelNode); % insure additional nodes are added to parent
            
            nP=handles.CopSelNode.getPreviousSibling;
            if ~isempty(nP)
                Level=nP.getValue;
                handles.CopSelNode.setValue([Level; Level(end)+1]);
                eval([handles.CoilNodeLvl '.Children(' num2str(Level(end)+1) ')=handles.CopCoilNode;']);
                DoWriteXML(handles.CoilStruct,handles.CoilXMLFile);
            else
                nP=handles.CopSelNode.getParent;
                Level=nP.getValue;
                handles.CopSelNode.setValue([Level; 1]);
                eval([handles.CoilNodeLvl '.Children=handles.CopCoilNode;']);
                DoWriteXML(handles.CoilStruct,handles.CoilXMLFile);
            end
        otherwise
            errordlg(['Coil Element can not be added under ' handles.CoilNode.Name '!']);
            return;
    end
    handles.CopSelNode=[];
    handles.CopCoilNode=[];
    guidata(hObject, handles);
catch me
    error_msg{1,1}='ERROR!!! Node operation aborted.';
    error_msg{2,1}=me.message;
    errordlg(error_msg);",27.13
1660,CoilDesignPanel.m,matlab,"switch TAttr{get(handles.Attrh2.('Plane'),'Value')}
    case 'XY'
        handles.IV.zslice=handles.IV.zslice+VObj.ZDimRes;
    case 'XZ'
        handles.IV.yslice=handles.IV.yslice+VObj.YDimRes;
    case 'YZ'
        handles.IV.xslice=handles.IV.xslice+VObj.XDimRes;
end
DoUpdateSlice(handles.CoilSen_axes,handles.F,handles.IV,'Coil');
guidata(hObject, handles);

function Backwards_pushbutton_Callback(hObject, eventdata, handles)

global VObj;
TAttr=get(handles.Attrh2.('Plane'),'String');
switch TAttr{get(handles.Attrh2.('Plane'),'Value')}
    case 'XY'
        handles.IV.zslice=handles.IV.zslice-VObj.ZDimRes;
    case 'XZ'
        handles.IV.yslice=handles.IV.yslice-VObj.YDimRes;
    case 'YZ'
        handles.IV.xslice=handles.IV.xslice-VObj.XDimRes;
end
DoUpdateSlice(handles.CoilSen_axes,handles.F,handles.IV,'Coil');
guidata(hObject, handles);


function Cursor_uitoggletool_ClickedCallback(hObject, eventdata, handles)

if ~isfield(handles,'dcm')
    handles.dcm=datacursormode(handles.CoilDesignPanel_figure);
    datacursormode on
    set(handles.dcm,'updatefcn',{@Cursor_update,handles});
else
    if strcmp(get(handles.dcm,'Enable'),'on')
        set(handles.dcm,'Enable','off');
    else
        set(handles.dcm,'Enable','on');
    end
end
guidata(hObject, handles);

function output_txt = Cursor_update(obj,event_obj,handles)

global VObj;
global VCtl;
global VMco;

handles=guidata(handles.CoilDesignPanel_figure);
pos = get(event_obj,'Position');",17.49
1660,CoilDesignPanel.m,matlab,"        end
    case 'YZ'
        xmax=max(max(max(VMco.xgrid)));
        xmin=min(min(min(VMco.xgrid)));
        xslice=handles.IV.xslice;
        if xslice<xmax & xslice>xmin
            xslice=floor((xslice-xmin)/VMco.xdimres)+1;
            figure;
            quiver(VMco.ygrid(:,xslice,:),VMco.zgrid(:,xslice,:),handles.Fy(:,xslice,:),handles.Fz(:,xslice,:));
            title('Field direction in YZ plane');
            set(gca,'YDir','reverse');
            xlabel('Y');  ylabel('Z');
            axis image;
        end
end


function NewCoil_uimenu_Callback(hObject, eventdata, handles)


function NewCoilFile_uimenu_Callback(hObject, eventdata, handles)

prompt = {'Enter NEW coil name:','Enter NEW coil note:'};
dlg_title = 'Input for creating new coil';
num_lines = 1;
def = {'Coil_0ChHead','0 Chanel Head Coil'};
answer = inputdlg(prompt,dlg_title,num_lines,def);
if isempty(answer)
    warndlg('No new coil file is created!');",32.13
1660,CoilDesignPanel.m,matlab,"guidata(hObject, handles);
Root=DoConvStruct2Tree(handles.CoilStruct);
handles.CoilTree=uitree('V0','Root',Root,'SelectionChangeFcn', {@ChkNode,handles});
set(handles.CoilTree.getUIContainer,'Units','normalized');
set(handles.CoilTree.getUIContainer,'Position',[0.205,0.4,0.2,0.58]);
handles.CoilTreeModel=DefaultTreeModel(Root);
handles.CoilTree.setModel(handles.CoilTreeModel);
cla(handles.CoilSen_axes);
clear global VCco;
guidata(hObject, handles);


function CoilDesignPanel_figure_WindowButtonDownFcn(hObject, eventdata, handles)

tempaxes = gca;
try
    if strcmp(get(gcf,'Selectiontype'),'alt')
        figure 			% Create a new figure
        ax_new = axes; 
        copyaxes(tempaxes, ax_new);
    end
catch me
end


function Display_pushbutton_Callback(hObject, eventdata, handles)

Conts=get(handles.Attrh2.FieldType,'String');
SelCont=Conts{get(handles.Attrh2.FieldType,'Value')};
switch SelCont
    case 'B1Field'
        Conts=get(handles.Attrh2.Mode,'String');
        SelCont=Conts{get(handles.Attrh2.Mode,'Value')};
        assignin('base', ['B1_' SelCont], handles.F);
        MU_Matrix_Display(['B1_' SelCont],'Magnitude');
    case 'E1Field'
        assignin('base', 'E1_Magnitude', handles.F);
        MU_Matrix_Display('E1_Magnitude','Magnitude');
end",23.99
1661,CoilList.m,matlab,"function varargout = CoilList(varargin)



gui_Singleton = 1;
gui_State = struct('gui_Name',       mfilename, ...
                   'gui_Singleton',  gui_Singleton, ...
                   'gui_OpeningFcn', @CoilList_OpeningFcn, ...
                   'gui_OutputFcn',  @CoilList_OutputFcn, ...
                   'gui_LayoutFcn',  [] , ...
                   'gui_Callback',   []);
if nargin && ischar(varargin{1})
    gui_State.gui_Callback = str2func(varargin{1});
end

if nargout
    [varargout{1:nargout}] = gui_mainfcn(gui_State, varargin{:});
else
    gui_mainfcn(gui_State, varargin{:});
end


function CoilList_OpeningFcn(hObject, eventdata, handles, varargin)

handles.Simuh=varargin{1};
Category=dir([handles.Simuh.MRiLabPath filesep 'Config' filesep 'Coil']);",24.15
1661,CoilList.m,matlab,"                    handles.CoilList{get(handles.Coil_listbox,'Value')} filesep...
                    handles.CoilList{get(handles.Coil_listbox,'Value')} '.xml'];
                
handles.CoilXMLDir=[handles.Simuh.MRiLabPath filesep ...
                    'Config' filesep ...
                    'Coil' filesep ...
                    handles.CategoryDir{get(handles.Category_listbox,'Value')} filesep ...
                    handles.CoilList{get(handles.Coil_listbox,'Value')}];
                
Precisions=get(handles.Precision_popupmenu,'String');
Precision=str2num(Precisions{get(handles.Precision_popupmenu,'Value')});

Mxdims=size(VObj.Rho);
[VMco.xgrid,VMco.ygrid,VMco.zgrid]=meshgrid((-(Mxdims(2)-1)/2)*VObj.XDimRes:VObj.XDimRes*(1/Precision):((Mxdims(2)-1)/2)*VObj.XDimRes,...
                                            (-(Mxdims(1)-1)/2)*VObj.YDimRes:VObj.YDimRes*(1/Precision):((Mxdims(1)-1)/2)*VObj.YDimRes,...
                                            (-(Mxdims(3)-1)/2)*VObj.ZDimRes:VObj.ZDimRes:((Mxdims(3)-1)/2)*VObj.ZDimRes);                            

[pathstr,name,ext]=fileparts(handles.CoilXMLFile);
eval(['[B1x, B1y, B1z, E1x, E1y, E1z, Pos]=' name ';']);
VCco=[];
VMco=[];
handles.B1x=sum(B1x,4);
handles.B1y=sum(B1y,4);
handles.B1=sqrt(handles.B1x.^2+handles.B1y.^2);
Colormaps=get(handles.Colormap_popupmenu,'String');
V=handles.Simuh.AV; % show axial section
V.Color_map=Colormaps{get(handles.Colormap_popupmenu,'Value')};
V.C_upper=max(max(handles.B1(:,:,V.Slice)));
V.C_lower=min(min(handles.B1(:,:,V.Slice)));
DoUpdateImage(handles.Preview_axes,handles.B1,V);
                
guidata(hObject, handles);

function Coil_listbox_CreateFcn(hObject, eventdata, handles)

if ispc && isequal(get(hObject,'BackgroundColor'), get(0,'defaultUicontrolBackgroundColor'))
    set(hObject,'BackgroundColor','white');
end


function Category_listbox_Callback(hObject, eventdata, handles)


if ~isempty(get(handles.CoilPath_text,'String'))
    return;
end",17.03
1661,CoilList.m,matlab,"        if strcmp(handles.CoilList{get(handles.Coil_listbox,'Value')},'Empty')
            DoUpdateInfo(handles.Simuh,'No coil is selected!');
            return;
        end
    catch me
        DoUpdateInfo(handles.Simuh,'No coil is selected!');
        return;
    end
end

CoilType=get(handles.CoilType_popupmenu,'String');
tabs=get(handles.Simuh.CoilSel_tabgroup,'Children');
for i=1:length(tabs)
    if strcmp(get(tabs(i),'Title'),CoilType{get(handles.CoilType_popupmenu,'Value')})
        delete(get(tabs(i),'Children'));
        eval(['handles.Simuh.Coil' get(tabs(i),'Title') 'XMLFile=handles.CoilXMLFile;']);
        eval(['handles.Simuh.Coil' get(tabs(i),'Title') 'XMLDir=handles.CoilXMLDir;']);
        Coil=DoParseXML(handles.CoilXMLFile);
        eval(['handles.Simuh.Coil' get(tabs(i),'Title') 'Struct=Coil;']);
        eval(['Coil_text=uicontrol(handles.Simuh.Coil' get(tabs(i),'Title') '_tab,' '''Style'', ''text'');']);
        set(Coil_text,'FontWeight','bold','FontSize',10,'Position',[0,0,140,20],...
                      'String', Coil.Attributes(1).Value,'TooltipString',handles.CoilXMLFile);
    end
end
guidata(handles.Simuh.SimuPanel_figure,handles.Simuh);
DoUpdateInfo(handles.Simuh,'Coil file was successfully loaded!');
handles.accept = 1;
guidata(hObject, handles);
close(handles.CoilList_figure);



function Cancel_pushbutton_Callback(hObject, eventdata, handles)
CoilList_figure_CloseRequestFcn(hObject, eventdata, handles);


function CoilList_figure_CloseRequestFcn(hObject, eventdata, handles)
",18.0
1661,CoilList.m,matlab,"    eval(['[B1x, B1y, B1z, Pos]=' name ';']);
    handles.B1x=sum(B1x,4);
    handles.B1y=sum(B1y,4);
    handles.B1=sqrt(handles.B1x.^2+handles.B1y.^2);
    Colormaps=get(handles.Colormap_popupmenu,'String');
    V=handles.Simuh.AV;
    V.Color_map=Colormaps{get(handles.Colormap_popupmenu,'Value')};
    V.C_upper=max(max(handles.B1(:,:,V.Slice)));
    V.C_lower=min(min(handles.B1(:,:,V.Slice)));
    DoUpdateImage(handles.Preview_axes,handles.B1,V);
else
    errordlg('No Coil was loaded!');
    return;
end
guidata(hObject, handles);


function Precision_popupmenu_Callback(hObject, eventdata, handles)



function Precision_popupmenu_CreateFcn(hObject, eventdata, handles)

if ispc && isequal(get(hObject,'BackgroundColor'), get(0,'defaultUicontrolBackgroundColor'))
    set(hObject,'BackgroundColor','white');
end


function Colormap_popupmenu_Callback(hObject, eventdata, handles)



function Colormap_popupmenu_CreateFcn(hObject, eventdata, handles)

if ispc && isequal(get(hObject,'BackgroundColor'), get(0,'defaultUicontrolBackgroundColor'))
    set(hObject,'BackgroundColor','white');
end


function Default_pushbutton_Callback(hObject, eventdata, handles)
",20.83
1662,coils.m,matlab,"classdef coils < goo.abstract_setget
    
    properties (SetAccess = 'private')
        Cartesian;
        Orientation;
        Weights;
    end
    
    methods (Static, Access = private)
        function obj = InvalidOrientation
            obj = MException(...
                'sensors.coils:InvalidOrientation', ...
                'Invalid coils orientations');
        end
        
        function obj = InvalidCoordinates
            obj = MException(...
                'sensors.coils:InvalidCoordinates', ...
                'Invalid coils coordinates');
        end
        
        function obj = InvalidWeights
            obj = MException(...
                'sensors.coils:InvalidWeights', ...
                'Invalid sensor weights');
        end
        
        function obj = MissingCoordinates
            obj = MException(...
                'sensors.coils:MissingCoordinates', ...
                'Missing coils coordinates');
        end
        ",25.83
1662,coils.m,matlab,"    
    methods
          function value = get.Spherical(obj)
            if isempty(obj),
                value = [];
            else
                [a, b, c] = cart2sph(obj.Cartesian(:,1), ...
                    obj.Cartesian(:,2), obj.Cartesian(:,3));
                value = [a b c];
            end
        end
        
        function value = get.Polar(obj)
            if isempty(obj),
                value = [];
            else
                [a, b, c] = cart2pol(obj.Cartesian(:,1), ...
                    obj.Cartesian(:,2), obj.Cartesian(:,3));
                value = [a b c];
            end
        end
        
        function value = get.NbSensors(obj)
            value = size(obj.Weights,1);
        end        
        
    end
    
    methods",19.19
1663,CoilUser.m,matlab,"function [B1x,B1y,B1z,E1x,E1y,E1z,Pos]=CoilUser(p)

global VMco
global VObj

load(p.B1File); % load B1 file
load(p.E1File); % load E1 file
CoilID=p.CoilID;
PosX=p.PosX;
PosY=p.PosY;
PosZ=p.PosZ;
Interp=p.Interp;

xgrid=VMco.xgrid;
ygrid=VMco.ygrid;
zgrid=VMco.zgrid;

Mxdims=size(VObj.Rho);
max_xgrid=((Mxdims(2)-1)/2)*VObj.XDimRes;
max_ygrid=((Mxdims(1)-1)/2)*VObj.YDimRes;
max_zgrid=((Mxdims(3)-1)/2)*VObj.ZDimRes;
min_xgrid=(-(Mxdims(2)-1)/2)*VObj.XDimRes;
min_ygrid=(-(Mxdims(1)-1)/2)*VObj.YDimRes;
min_zgrid=(-(Mxdims(3)-1)/2)*VObj.ZDimRes;

[row,col,layer] = size(B1x);

[B1Gx,B1Gy,B1Gz]=meshgrid(linspace(min_xgrid, max_xgrid, col),...
                          linspace(min_ygrid, max_ygrid, row),...
                          linspace(min_zgrid, max_zgrid, layer));

B1x=ba_interp3(B1Gx,B1Gy,B1Gz,B1x,xgrid,ygrid,zgrid,Interp);
B1y=ba_interp3(B1Gx,B1Gy,B1Gz,B1y,xgrid,ygrid,zgrid,Interp);
B1z=ba_interp3(B1Gx,B1Gy,B1Gz,B1z,xgrid,ygrid,zgrid,Interp);
B1x(isinf(B1x)) = 0;
B1y(isinf(B1y)) = 0;
B1z(isinf(B1z)) = 0;

E1x=ba_interp3(B1Gx,B1Gy,B1Gz,E1x,xgrid,ygrid,zgrid,Interp);
E1y=ba_interp3(B1Gx,B1Gy,B1Gz,E1y,xgrid,ygrid,zgrid,Interp);
E1z=ba_interp3(B1Gx,B1Gy,B1Gz,E1z,xgrid,ygrid,zgrid,Interp);
E1x(isinf(E1x)) = 0;
E1y(isinf(E1y)) = 0;
E1z(isinf(E1z)) = 0;

Pos=[PosX, PosY, PosZ];


end",9.57
1665,coinRead.m,matlab,"function [prob,p] = coinRead(filename,type,print)


if(~exist('type','var') || isempty(type))
    dots = strfind(filename,'.');
    if(isempty(dots))
        error('You must supply the file type to this function');
    else %hopefully got a good ext, will check below
        type = filename(dots(end)+1:end);
    end
end
if(~exist('print','var') || isempty(print))
    print = 0;
end
if(~ischar(filename))
    error('Filename must be a char array!');
end

switch(lower(type))
    case 'mps'
        filetype = 'mps';
    case 'qps'
        filetype = 'qps';
    case 'lp'
        filetype = 'lp';
    case {'gmpl','mod'}
        filetype = 'mod';
    case {'gams','gms'}
        filetype = 'gms';
    otherwise
        error('Unknown file type %s',type);
end

if(isempty(strfind(filename,'.')))",28.75
1666,coinsModelSelDemo.m,matlab,"theta = 0.7; N = 5; alpha = 1;
alphaH = alpha; alphaT = alpha;
for i=1:(2^N)
    flips(i,:) = ind2subv(2*ones(1,N), i); % convert i to  bit vector
    Nh(i) = length(find(flips(i,:)==1));
    Nt(i) = length(find(flips(i,:)==2));
    nh = Nh(i);
    nt = Nt(i);
    margLik(i) = exp(betaln(alphaH+nh, alphaT+nt) - betaln(alphaH, alphaT));
    mle = Nh(i)/N;
    loglik(i) = Nh(i)*log10(mle + eps) + Nt(i)*log10(1-mle + eps);
    logBF(i) = betaln(alphaH+nh, alphaT+nt) - betaln(alphaH, alphaH) - N*log(0.5);
end
[Nh, ndx] = sort(Nh);
margLik = margLik(ndx);
logBF = logBF(ndx);
loglik = loglik(ndx);
figure;
hold on
p0 = (1/2)^N;
h=plot(margLik, 'o-', 'linewidth', 2);
h = line([0 2^N], [p0 p0]); set(h,'color','k','linewidth',2);
set(gca,'xtick', 1:2^N)
set(gca,'xticklabel',Nh)
xlabel('num heads')
title(sprintf('Marginal likelihood for Beta-Bernoulli model, %s p(D|%s) Be(%s|1,1) d%s', ...
    '\\int', '\\theta', '\\theta', '\\theta'))
set(gca, 'xlim', [0, 32]); 
printPmtkFigure('joshCoins4');
figure;
plot(exp(logBF), 'o-', 'linewidth', 2);
title('BF(1,0)')
set(gca,'xtick', 1:2^N)
set(gca,'xticklabel',Nh)
set(gca, 'xlim', [0, 32]); 
printPmtkFigure('joshCoins4BF');
BIC1 = loglik - 1;
figure;
plot(BIC1, 'o-', 'linewidth', 2);
title('BIC approximation to log_{10} p(D|M1)')
set(gca,'xtick', 1:2^N)
set(gca,'xticklabel',Nh)
set(gca, 'xlim', [0, 32]); 
printPmtkFigure('joshCoins4BIC');
figure;
plot(log10(margLik), 'o-', 'linewidth', 2);
title('log_{10} p(D|M1)')
set(gca,'xtick', 1:2^N)
set(gca,'xticklabel',Nh)
set(gca, 'xlim', [0, 32]); ",13.86
1667,coinWrite.m,matlab,"function coinWrite(prob,filename,type)


if(~exist('type','var') || isempty(type))
    dots = strfind(filename,'.');
    if(isempty(dots))
        error('You must supply the file type to this function');
    else %hopefully got a good ext, will check below
        type = filename(dots(end)+1:end);
    end
end
if(~ischar(filename))
    error('Filename must be a char array!');
end

if(~isempty(prob.fun) || ~isempty(prob.nlcon))
    error('You cannot write Nonlinear problems using this interface');
end
if(isa(prob.f,'function_handle') || isa(prob.H,'function_handle'))
    error('f and H must be vectors / matrices!');
end
if(~isempty(prob.Q))
    error('You cannot write quadratic constraints using this interface');
end
if(prob.sense == -1)
    error('You cannot explicity write maximization problems using this interface'); %fix up later
end

switch(lower(type))
    case 'mps'
        filetype = 'mps';
    case 'qps'
        filetype = 'qps';
    case 'lp'
        filetype = 'lp';
    otherwise
        error('Unknown file type %s',type);
end

if(isfield(prob,'type') && ~isempty(prob.type))
    switch(lower(prob.type))
        case {'lp','bilp','milp'}",26.76
